5176,USDTRY,04/08/2025,40.6749,,
5177,USDTRY,05/08/2025,40.669,,
5178,USDTRY,06/08/2025,40.6594,,
5179,USDTRY,07/08/2025,40.65601,,
5180,USDTRY,08/08/2025,40.793,,
5181,USDTRY,09/08/2025,40.793,,
5182,USDTRY,10/08/2025,40.7473,,
5183,USDTRY,11/08/2025,40.7085,,
5184,USDTRY,12/08/2025,40.755,,
5185,USDTRY,13/08/2025,40.7819,,
5186,USDTRY,14/08/2025,40.8469,,
5187,USDTRY,15/08/2025,40.798,,
5188,USDTRY,17/08/2025,40.8989,,
5189,USDTRY,18/08/2025,40.8831,,
5190,USDTRY,19/08/2025,40.86961,,
5191,USDTRY,20/08/2025,40.9118,,
5192,USDTRY,21/08/2025,41.0076,,
5193,USDTRY,22/08/2025,41.173,,
5194,USDTRY,24/08/2025,40.9603,,
5195,USDTRY,25/08/2025,41.0035,,
5196,USDTRY,26/08/2025,41.0375,,
5197,USDTRY,27/08/2025,41.0519,,
5198,USDTRY,28/08/2025,41.1405,,
5199,USDTRY,29/08/2025,41.098,,
5200,USDTRY,30/08/2025,41.098,,
5201,USDTRY,31/08/2025,41.1424,,
5202,USDTRY,01/09/2025,41.1429,,
5203,USDTRY,02/09/2025,41.1662,,
5204,USDTRY,03/09/2025,41.1636,,
5205,USDTRY,05/09/2025,41.2393922,,
